,ss_id,init_time,step,generation,pv_datetime,pv_hour,hour,lat,long,tilt,orientation,dlwrf,dswrf,duvrs,hcc,lcc,mcc,sde,sr,t2m,tcc,u10,u100,v10,v100
36,8558,2019-01-05 00:00:00,0 days 00:00:00,0.0,2019-01-05 00:00:00,0,37,56.0,-2.52,45.0,165.0,0.0,0.0,0.0,0.0,0.29519653,0.0,0.0,0.0,276.86865,0.29519653,5.669819,9.002515,0.98155975,1.0035858
37,8558,2019-01-05 12:00:00,0 days 01:00:00,0.0,2019-01-05 01:00:00,1,38,56.0,-2.52,45.0,165.0,1041889.7,326713.16,36471.46,0.9489441,0.2230816,0.5899353,0.0,303040.0,277.90747,0.9721966,5.5906496,7.696722,0.65600395,0.9076319
38,8558,2019-01-05 12:00:00,0 days 02:00:00,0.0,2019-01-05 02:00:00,2,39,56.0,-2.52,45.0,165.0,2039603.0,658149.3,71524.82,0.93637085,0.17302346,0.4236145,0.0,723200.0,278.18872,0.955008,5.557454,7.9727497,0.8542814,1.2173185
39,8558,2019-01-05 12:00:00,0 days 03:00:00,0.0,2019-01-05 03:00:00,3,40,56.0,-2.52,45.0,165.0,3052318.0,853432.56,93946.85,0.95510864,0.32157233,0.42440796,0.0,988416.0,278.21704,0.97021633,5.5388155,8.147841,0.7400398,1.092124
40,8558,2019-01-05 12:00:00,0 days 04:00:00,0.0,2019-01-05 04:00:00,4,41,56.0,-2.52,45.0,165.0,4061995.0,892239.6,98550.97,0.90966797,0.39617738,0.27755737,0.0,1072128.0,277.83667,0.94399756,5.3629932,8.11767,0.6524477,0.81945705
41,8558,2019-01-05 12:00:00,0 days 05:00:00,0.0,2019-01-05 05:00:00,5,42,56.0,-2.52,45.0,165.0,5091245.0,892359.94,98563.63,0.94940186,0.35753384,0.6494751,0.0,1072256.0,277.8838,0.97298545,5.433983,8.206294,0.79498005,0.96837425
42,8558,2019-01-05 12:00:00,0 days 06:00:00,0.0,2019-01-05 06:00:00,6,43,56.0,-2.52,45.0,165.0,6094567.0,892359.94,98563.63,0.31298828,0.25465956,0.7836914,0.0,1072256.0,277.6306,0.864952,4.8859663,7.7223797,1.3832273,1.7374573
43,8558,2019-01-05 12:00:00,0 days 07:00:00,0.0,2019-01-05 07:00:00,7,44,56.0,-2.52,45.0,165.0,7052952.0,892359.94,98563.63,0.6119385,0.36122465,0.08538818,0.0,1072256.0,277.14258,0.7200656,5.076374,8.213482,1.6981459,2.047905
44,8558,2019-01-05 12:00:00,0 days 08:00:00,0.0,2019-01-05 08:00:00,8,45,56.0,-2.52,45.0,165.0,8032150.0,892359.94,98563.63,0.44506836,0.5200546,0.21130371,0.0,1072256.0,277.23584,0.7525801,5.636936,8.926241,1.2709179,1.3935423
45,8558,2019-01-05 12:00:00,0 days 09:00:00,0.0,2019-01-05 09:00:00,9,46,56.0,-2.52,45.0,165.0,9031456.0,892359.94,98563.63,0.58239746,0.33525902,0.38049316,0.0,1072000.0,277.56445,0.76727337,6.053734,9.490026,0.96526337,0.9930105
46,8558,2019-01-05 12:00:00,0 days 10:00:00,13.638959884643555,2019-01-05 10:00:00,10,47,56.0,-2.52,45.0,165.0,10033725.0,891927.25,98528.59,0.5907135,0.29496306,0.29736328,0.0,1072000.0,277.81055,0.76578206,6.142627,9.668445,0.620718,0.6360111
47,8558,2019-01-05 12:00:00,0 days 11:00:00,45.8059196472168,2019-01-05 11:00:00,11,48,56.0,-2.52,45.0,165.0,11097996.0,891927.25,98528.59,0.75471497,0.10882491,0.16052246,0.0,1072000.0,278.2102,0.8096082,5.676669,8.986012,0.5281744,0.6138201
